,epoch,test_acc,test_loss,train_acc,train_loss
0,2,0.136,2.458885610103607,0.13239285714285715,2.429111398117883
1,4,0.1096,2.478821361064911,0.1542857142857143,2.3722782952444894
2,6,0.1105,2.3712613224983214,0.15382142857142853,2.360572779178619
3,8,0.1766,2.3036399722099303,0.1769285714285714,2.2951412081718447
4,10,0.1915,2.2836528062820434,0.2022499999999999,2.2292500266007016
5,12,0.2219,2.3111638188362122,0.23935714285714288,2.096383397068296
6,14,0.2553,2.1946263909339905,0.2660714285714286,2.010535081795284
7,16,0.2398,2.208814549446106,0.2684642857142857,2.0141055311475484
8,18,0.2081,2.2583778619766237,0.28125,1.9858526540654047
9,20,0.2232,2.319407784938812,0.2842142857142857,1.9794387736490793
10,22,0.1784,2.492044675350189,0.2746785714285714,1.9966469998870573
11,24,0.1304,2.605720853805542,0.17160714285714287,2.237621169430869
12,26,0.1612,2.515506458282471,0.15500000000000003,2.268294446808951
13,28,0.1102,2.4699089169502257,0.2597857142857143,2.0493023638214387
14,30,0.1431,2.3687849044799805,0.30742857142857144,1.8798632064035965
15,32,0.1036,2.4284443974494936,0.3198214285714286,1.8285965293645858
16,34,0.1028,2.55433384180069,0.31435714285714284,1.8606070756912234
17,36,0.1324,2.688938581943512,0.32892857142857146,1.8424275517463682
18,38,0.1677,2.6845035433769224,0.3395357142857143,1.822979493226324
19,40,0.1763,2.6734985232353212,0.34600000000000003,1.7999243923595978
20,42,0.1521,2.7118831157684324,0.35542857142857137,1.760054884638105
21,44,0.1148,2.858043146133423,0.35671428571428576,1.7681069650820322
22,46,0.1028,3.0460097670555113,0.3120357142857143,1.9744491547346115
23,48,0.1749,2.8612733602523805,0.36557142857142855,1.7777463653257917
24,50,0.1183,2.9253096103668215,0.37564285714285717,1.7276271917990278
